"","studyid","species","phenovalue","yr1981","year"
"605","HMK027","Ficedula1 albicollis",122.538,7,1988
"606","HMK027","Ficedula1 albicollis",108.538,8,1989
"607","HMK027","Ficedula1 albicollis",119.154,9,1990
"608","HMK027","Ficedula1 albicollis",121,10,1991
"609","HMK027","Ficedula1 albicollis",114.385,13,1994
"610","HMK027","Ficedula1 albicollis",117.154,14,1995
"611","HMK027","Ficedula1 albicollis",122.846,16,1997
"612","HMK027","Ficedula1 albicollis",115.308,17,1998
"613","HMK027","Ficedula1 albicollis",113.462,19,2000
"614","HMK027","Ficedula1 albicollis",118.692,20,2001
"615","HMK027","Ficedula1 albicollis",115.846,21,2002
"616","HMK027","Ficedula1 albicollis",116.077,22,2003
"617","HMK027","Ficedula1 albicollis",116.231,23,2004
"618","HMK027","Ficedula1 albicollis",108.538,25,2006
"1277","HMK038","Ficedula2 albicollis",138.636,-1,1980
"1278","HMK038","Ficedula2 albicollis",134.773,0,1981
"1279","HMK038","Ficedula2 albicollis",138.182,1,1982
"1280","HMK038","Ficedula2 albicollis",127.955,2,1983
"1281","HMK038","Ficedula2 albicollis",136.364,3,1984
"1282","HMK038","Ficedula2 albicollis",132.955,4,1985
"1283","HMK038","Ficedula2 albicollis",131.364,5,1986
"1284","HMK038","Ficedula2 albicollis",134.091,6,1987
"1285","HMK038","Ficedula2 albicollis",130.909,7,1988
"1286","HMK038","Ficedula2 albicollis",130.227,8,1989
"1287","HMK038","Ficedula2 albicollis",132.955,9,1990
"1288","HMK038","Ficedula2 albicollis",134.773,10,1991
"1289","HMK038","Ficedula2 albicollis",130.682,11,1992
"1290","HMK038","Ficedula2 albicollis",126.364,12,1993
"1291","HMK038","Ficedula2 albicollis",125.227,13,1994
"1292","HMK038","Ficedula2 albicollis",130.227,14,1995
"1293","HMK038","Ficedula2 albicollis",129.545,15,1996
"1294","HMK038","Ficedula2 albicollis",130.682,16,1997
"1295","HMK038","Ficedula2 albicollis",129.091,17,1998
"1296","HMK038","Ficedula2 albicollis",129.545,18,1999
"1297","HMK038","Ficedula2 albicollis",126.364,19,2000
"1298","HMK038","Ficedula2 albicollis",126.818,20,2001
"1299","HMK038","Ficedula2 albicollis",127.045,21,2002
"1300","HMK038","Ficedula2 albicollis",126.818,22,2003
"1301","HMK038","Ficedula2 albicollis",128.409,23,2004
"1302","HMK038","Ficedula2 albicollis",130.682,24,2005
"2167","SET005","Fratercula arctica",169.187,2,1983
"2168","SET005","Fratercula arctica",169.5907,3,1984
"2169","SET005","Fratercula arctica",167.706,4,1985
"2170","SET005","Fratercula arctica",172.7784,5,1986
"2171","SET005","Fratercula arctica",170.0868,6,1987
"2172","SET005","Fratercula arctica",176.6698,7,1988
"2173","SET005","Fratercula arctica",169.2755,8,1989
"2174","SET005","Fratercula arctica",172.5471,9,1990
"2175","SET005","Fratercula arctica",164.8522,10,1991
"2176","SET005","Fratercula arctica",169.2484,11,1992
"2177","SET005","Fratercula arctica",170.9922,12,1993
"2178","SET005","Fratercula arctica",168.1406,13,1994
"2179","SET005","Fratercula arctica",175.4443,14,1995
"2180","SET005","Fratercula arctica",179.0864,15,1996
"2181","SET005","Fratercula arctica",163.7783,16,1997
"2182","SET005","Fratercula arctica",179.8552,17,1998
"2183","SET005","Fratercula arctica",168.4121,18,1999
"2184","SET005","Fratercula arctica",166.1587,19,2000
"2185","SET005","Fratercula arctica",172.734,20,2001
"2186","SET005","Fratercula arctica",172.7814,21,2002
"2187","SET005","Fratercula arctica",170.8266,22,2003
"2188","SET005","Fratercula arctica",171.8007,23,2004
"2189","SET005","Fratercula arctica",186.1328,24,2005
"2190","SET005","Fratercula arctica",180.2871,25,2006
"1303","HMK038","Glis glis",158.314,-1,1980
"1304","HMK038","Glis glis",160.831,0,1981
"1305","HMK038","Glis glis",137.909,1,1982
"1306","HMK038","Glis glis",145.28,2,1983
"1307","HMK038","Glis glis",148.299,3,1984
"1308","HMK038","Glis glis",151.988,4,1985
"1309","HMK038","Glis glis",146.806,5,1986
"1310","HMK038","Glis glis",150.662,6,1987
"1311","HMK038","Glis glis",141.129,7,1988
"1312","HMK038","Glis glis",151.177,8,1989
"1313","HMK038","Glis glis",145.829,9,1990
"1314","HMK038","Glis glis",152.697,10,1991
"1315","HMK038","Glis glis",145.507,11,1992
"1316","HMK038","Glis glis",138.485,12,1993
"1317","HMK038","Glis glis",144.852,13,1994
"1318","HMK038","Glis glis",149.544,14,1995
"1319","HMK038","Glis glis",153.401,15,1996
"1320","HMK038","Glis glis",140.017,16,1997
"1321","HMK038","Glis glis",140.861,17,1998
"1322","HMK038","Glis glis",136.349,18,1999
"1323","HMK038","Glis glis",142.716,19,2000
"1324","HMK038","Glis glis",136.363,20,2001
"1325","HMK038","Glis glis",135.198,21,2002
"1326","HMK038","Glis glis",128.008,22,2003
"1327","HMK038","Glis glis",137.052,23,2004
"1328","HMK038","Glis glis",130.699,24,2005
"1485","HMK039","Guillemots spp.",132.631,0,1973
"1486","HMK039","Guillemots spp.",123.205,0,1974
"1487","HMK039","Guillemots spp.",128.779,0,1975
"1488","HMK039","Guillemots spp.",130.822,0,1976
"1489","HMK039","Guillemots spp.",125.808,0,1977
"1490","HMK039","Guillemots spp.",141.087,0,1978
"1491","HMK039","Guillemots spp.",138.425,0,1979
"1492","HMK039","Guillemots spp.",133.116,0,1980
"1493","HMK039","Guillemots spp.",138.396,0,1981
"1494","HMK039","Guillemots spp.",131.616,1,1982
"1495","HMK039","Guillemots spp.",134.837,2,1983
"1496","HMK039","Guillemots spp.",137.469,3,1984
"1497","HMK039","Guillemots spp.",140.102,4,1985
"1498","HMK039","Guillemots spp.",135.675,5,1986
"1499","HMK039","Guillemots spp.",145.955,6,1987
"1500","HMK039","Guillemots spp.",134.763,7,1988
"1501","HMK039","Guillemots spp.",134.161,8,1989
"1502","HMK039","Guillemots spp.",128.851,9,1990
"1503","HMK039","Guillemots spp.",134.131,10,1991
"1504","HMK039","Guillemots spp.",136.764,11,1992
"1505","HMK039","Guillemots spp.",137.926,12,1993
"1506","HMK039","Guillemots spp.",135.557,13,1994
"1507","HMK039","Guillemots spp.",140.543,14,1995
"1171","HMK037","Keratella2 cochlearis",148.636,0,1963
"1172","HMK037","Keratella2 cochlearis",156.455,0,1964
"1173","HMK037","Keratella2 cochlearis",145.909,0,1965
"1174","HMK037","Keratella2 cochlearis",158.182,0,1966
"1175","HMK037","Keratella2 cochlearis",136.364,0,1967
"1176","HMK037","Keratella2 cochlearis",135.318,0,1968
"1177","HMK037","Keratella2 cochlearis",140.455,0,1969
"1178","HMK037","Keratella2 cochlearis",167.045,0,1970
"1179","HMK037","Keratella2 cochlearis",129.545,0,1971
"1180","HMK037","Keratella2 cochlearis",138.045,0,1972
"1181","HMK037","Keratella2 cochlearis",106.364,0,1973
"1182","HMK037","Keratella2 cochlearis",128.864,0,1974
"1183","HMK037","Keratella2 cochlearis",141.818,0,1975
"1184","HMK037","Keratella2 cochlearis",141.136,0,1976
"1185","HMK037","Keratella2 cochlearis",117.273,0,1977
"1186","HMK037","Keratella2 cochlearis",99.5455,0,1978
"1187","HMK037","Keratella2 cochlearis",113.864,0,1979
"1188","HMK037","Keratella2 cochlearis",139.773,0,1981
"1189","HMK037","Keratella2 cochlearis",145.227,1,1982
"1190","HMK037","Keratella2 cochlearis",128.864,2,1983
"1191","HMK037","Keratella2 cochlearis",127.818,3,1984
"1192","HMK037","Keratella2 cochlearis",128.182,4,1985
"1193","HMK037","Keratella2 cochlearis",132.273,5,1986
"1194","HMK037","Keratella2 cochlearis",109.091,6,1987
"1195","HMK037","Keratella2 cochlearis",123.045,7,1988
"1196","HMK037","Keratella2 cochlearis",145.227,8,1989
"1197","HMK037","Keratella2 cochlearis",134.318,9,1990
"1198","HMK037","Keratella2 cochlearis",139.773,10,1991
"1199","HMK037","Keratella2 cochlearis",96.4545,11,1992
"1200","HMK037","Keratella2 cochlearis",122.045,12,1993
"1201","HMK037","Keratella2 cochlearis",129.545,13,1994
"1202","HMK037","Keratella2 cochlearis",128.864,14,1995
"1240","HMK037","Leptodiaptomus ashlandi",155.643,0,1964
"1241","HMK037","Leptodiaptomus ashlandi",125.179,0,1965
"1242","HMK037","Leptodiaptomus ashlandi",136.786,0,1966
"1243","HMK037","Leptodiaptomus ashlandi",123.393,0,1967
"1244","HMK037","Leptodiaptomus ashlandi",122.607,0,1968
"1245","HMK037","Leptodiaptomus ashlandi",140.357,0,1969
"1246","HMK037","Leptodiaptomus ashlandi",119.821,0,1970
"1247","HMK037","Leptodiaptomus ashlandi",126.071,0,1971
"1248","HMK037","Leptodiaptomus ashlandi",131.536,0,1972
"1249","HMK037","Leptodiaptomus ashlandi",130.536,0,1973
"1250","HMK037","Leptodiaptomus ashlandi",121.607,0,1974
"1251","HMK037","Leptodiaptomus ashlandi",118.929,0,1975
"1252","HMK037","Leptodiaptomus ashlandi",126.179,0,1976
"1253","HMK037","Leptodiaptomus ashlandi",116.25,0,1977
"1254","HMK037","Leptodiaptomus ashlandi",122.5,0,1978
"1255","HMK037","Leptodiaptomus ashlandi",108.214,0,1979
"1256","HMK037","Leptodiaptomus ashlandi",120.821,0,1980
"1257","HMK037","Leptodiaptomus ashlandi",125.179,0,1981
"1258","HMK037","Leptodiaptomus ashlandi",158.214,1,1982
"1259","HMK037","Leptodiaptomus ashlandi",136.786,2,1983
"1260","HMK037","Leptodiaptomus ashlandi",113.679,3,1984
"1261","HMK037","Leptodiaptomus ashlandi",97.5,4,1985
"1262","HMK037","Leptodiaptomus ashlandi",146.607,5,1986
"1263","HMK037","Leptodiaptomus ashlandi",67.1429,6,1987
"1264","HMK037","Leptodiaptomus ashlandi",109.214,7,1988
"1265","HMK037","Leptodiaptomus ashlandi",93.9286,8,1989
"1266","HMK037","Leptodiaptomus ashlandi",91.25,9,1990
"1267","HMK037","Leptodiaptomus ashlandi",139.464,10,1991
"1268","HMK037","Leptodiaptomus ashlandi",125.286,11,1992
"1269","HMK037","Leptodiaptomus ashlandi",108.214,12,1993
"1270","HMK037","Leptodiaptomus ashlandi",135.893,13,1994
"1271","HMK037","Leptodiaptomus ashlandi",133.321,15,1996
"1272","HMK037","Leptodiaptomus ashlandi",153.75,16,1997
"1273","HMK037","Leptodiaptomus ashlandi",95.7143,17,1998
"1274","HMK037","Leptodiaptomus ashlandi",138.571,18,1999
"1275","HMK037","Leptodiaptomus ashlandi",106.536,19,2000
"1276","HMK037","Leptodiaptomus ashlandi",156.429,21,2002
"7","EMW001","Mnemiopsis1 leidyi",206.625,-30,1951
"8","EMW001","Mnemiopsis1 leidyi",188.458,-9,1972
"9","EMW001","Mnemiopsis1 leidyi",197.042,-8,1973
"10","EMW001","Mnemiopsis1 leidyi",207.625,-5,1976
"11","EMW001","Mnemiopsis1 leidyi",226.75,2,1983
"12","EMW001","Mnemiopsis1 leidyi",106.958,21,2002
"1017","HMK035","Mnemiopsis2 leidyi",217.44,-30,1951
"1018","HMK035","Mnemiopsis2 leidyi",194.85,-8,1973
"1019","HMK035","Mnemiopsis2 leidyi",207.656,-5,1976
"1020","HMK035","Mnemiopsis2 leidyi",175.688,19,2000
"1021","HMK035","Mnemiopsis2 leidyi",171.263,20,2001
"1022","HMK035","Mnemiopsis2 leidyi",138.1635,21,2002
"1023","HMK035","Mnemiopsis2 leidyi",164.859,22,2003
"1024","HMK035","Mnemiopsis2 leidyi",158.628,23,2004
"687","HMK028","Operophtera brumata",140.5084,0,1961
"688","HMK028","Operophtera brumata",165.6977,0,1962
"689","HMK028","Operophtera brumata",159.5276,0,1963
"690","HMK028","Operophtera brumata",201.3834,0,1964
"691","HMK028","Operophtera brumata",149.6574,0,1965
"692","HMK028","Operophtera brumata",155.5865,0,1966
"693","HMK028","Operophtera brumata",157.5645,0,1967
"694","HMK028","Operophtera brumata",159.4319,0,1968
"695","HMK028","Operophtera brumata",159.4228,0,1969
"696","HMK028","Operophtera brumata",156.5864,0,1970
"697","HMK028","Operophtera brumata",156.5891,0,1971
"698","HMK028","Operophtera brumata",159.5639,0,1975
"699","HMK028","Operophtera brumata",162.9218,2,1983
"700","HMK028","Operophtera brumata",162.5678,3,1984
"701","HMK028","Operophtera brumata",157.7434,4,1985
"702","HMK028","Operophtera brumata",165.6478,5,1986
"703","HMK028","Operophtera brumata",152.688,6,1987
"704","HMK028","Operophtera brumata",153.6916,7,1988
"705","HMK028","Operophtera brumata",150.3609,12,1993
"706","HMK028","Operophtera brumata",152.339,13,1994
"707","HMK028","Operophtera brumata",145.3051,14,1995
"708","HMK028","Operophtera brumata",163.3453,15,1996
"709","HMK028","Operophtera brumata",142.348,16,1997
"710","HMK028","Operophtera brumata",147.2886,17,1998
"711","HMK028","Operophtera brumata",145.1934,18,1999
"712","HMK028","Operophtera brumata",146.3201,19,2000
"713","HMK028","Operophtera brumata",153.3475,20,2001
"714","HMK028","Operophtera brumata",143.2277,21,2002
"715","HMK028","Operophtera brumata",142.2436,22,2003
"716","HMK028","Operophtera brumata",147.3204,23,2004
"717","HMK028","Operophtera brumata",147.3108,24,2005
"718","HMK028","Operophtera brumata",150.277,25,2006
"1883","HMK048","Parus ater",40.6349,4,1985
"1884","HMK048","Parus ater",50.9524,5,1986
"1885","HMK048","Parus ater",41.0317,6,1987
"1886","HMK048","Parus ater",39.0476,7,1988
"1887","HMK048","Parus ater",33.4921,8,1989
"1888","HMK048","Parus ater",27.5397,9,1990
"1889","HMK048","Parus ater",34.2857,11,1992
"1890","HMK048","Parus ater",31.5079,12,1993
"1891","HMK048","Parus ater",38.254,13,1994
"1892","HMK048","Parus ater",39.0476,14,1995
"1893","HMK048","Parus ater",44.2063,15,1996
"1894","HMK048","Parus ater",30.7143,16,1997
"1895","HMK048","Parus ater",33.8889,17,1998
"1896","HMK048","Parus ater",34.6825,18,1999
"1897","HMK048","Parus ater",27.5397,19,2000
"1898","HMK048","Parus ater",41.8254,20,2001
"1899","HMK048","Parus ater",33.4921,21,2002
"1900","HMK048","Parus ater",35.0794,22,2003
"1901","HMK048","Parus ater",35.4762,23,2004
"1902","HMK048","Parus ater",31.9048,24,2005
"1355","HMK038","Parus caeruleus",119.318,-1,1980
"1356","HMK038","Parus caeruleus",110,0,1981
"1357","HMK038","Parus caeruleus",122.273,1,1982
"1358","HMK038","Parus caeruleus",117.045,2,1983
"1359","HMK038","Parus caeruleus",117.273,3,1984
"1360","HMK038","Parus caeruleus",112.273,4,1985
"1361","HMK038","Parus caeruleus",116.818,5,1986
"1362","HMK038","Parus caeruleus",117.273,6,1987
"1363","HMK038","Parus caeruleus",115,7,1988
"1364","HMK038","Parus caeruleus",109.773,8,1989
"1365","HMK038","Parus caeruleus",106.136,9,1990
"1366","HMK038","Parus caeruleus",110,10,1991
"1367","HMK038","Parus caeruleus",111.818,11,1992
"1368","HMK038","Parus caeruleus",116.591,12,1993
"1369","HMK038","Parus caeruleus",110.455,13,1994
"1370","HMK038","Parus caeruleus",119.091,14,1995
"1371","HMK038","Parus caeruleus",119.091,15,1996
"1372","HMK038","Parus caeruleus",118.182,16,1997
"1373","HMK038","Parus caeruleus",113.864,17,1998
"1374","HMK038","Parus caeruleus",107.273,18,1999
"1375","HMK038","Parus caeruleus",110.455,19,2000
"1376","HMK038","Parus caeruleus",115.227,20,2001
"1377","HMK038","Parus caeruleus",111.364,21,2002
"1378","HMK038","Parus caeruleus",116.364,22,2003
"1379","HMK038","Parus caeruleus",111.364,23,2004
"1380","HMK038","Parus caeruleus",109.773,24,2005
"1745","HMK048","Parus_a ater",40.6349,4,1985
"1746","HMK048","Parus_a ater",50.9524,5,1986
"1747","HMK048","Parus_a ater",41.0317,6,1987
"1748","HMK048","Parus_a ater",39.0476,7,1988
"1749","HMK048","Parus_a ater",33.4921,8,1989
"1750","HMK048","Parus_a ater",27.5397,9,1990
"1751","HMK048","Parus_a ater",34.2857,11,1992
"1752","HMK048","Parus_a ater",44.2063,15,1996
"1753","HMK048","Parus_a ater",30.7143,16,1997
"1754","HMK048","Parus_a ater",33.8889,17,1998
"1755","HMK048","Parus_a ater",34.6825,18,1999
"1756","HMK048","Parus_a ater",27.5397,19,2000
"1757","HMK048","Parus_a ater",41.8254,20,2001
"1758","HMK048","Parus_a ater",33.4921,21,2002
"1759","HMK048","Parus_a ater",35.0794,22,2003
"1760","HMK048","Parus_a ater",35.4762,23,2004
"515","HMK027","Parus1 major",93.9847,0,1961
"516","HMK027","Parus1 major",109.746,0,1963
"517","HMK027","Parus1 major",108.713,0,1964
"518","HMK027","Parus1 major",109.93,0,1965
"519","HMK027","Parus1 major",105.435,0,1967
"520","HMK027","Parus1 major",98.5127,0,1968
"521","HMK027","Parus1 major",112.715,0,1969
"522","HMK027","Parus1 major",109.949,0,1970
"523","HMK027","Parus1 major",99.7395,0,1972
"524","HMK027","Parus1 major",109.613,0,1973
"525","HMK027","Parus1 major",92.4743,0,1974
"526","HMK027","Parus1 major",108.755,0,1975
"527","HMK027","Parus1 major",106.161,0,1976
"528","HMK027","Parus1 major",93.8708,0,1977
"529","HMK027","Parus1 major",106.688,0,1978
"530","HMK027","Parus1 major",105.999,0,1979
"531","HMK027","Parus1 major",109.986,0,1980
"532","HMK027","Parus1 major",96.656,0,1981
"533","HMK027","Parus1 major",102.028,1,1982
"534","HMK027","Parus1 major",101.165,2,1983
"535","HMK027","Parus1 major",107.923,3,1984
"536","HMK027","Parus1 major",100.48,4,1985
"537","HMK027","Parus1 major",108.103,5,1986
"538","HMK027","Parus1 major",102.05,7,1988
"539","HMK027","Parus1 major",92.7025,8,1989
"540","HMK027","Parus1 major",91.321,9,1990
"541","HMK027","Parus1 major",97.0387,10,1991
"542","HMK027","Parus1 major",103.627,12,1993
"543","HMK027","Parus1 major",91.5091,13,1994
"544","HMK027","Parus1 major",105.019,14,1995
"545","HMK027","Parus1 major",99.8313,16,1997
"546","HMK027","Parus1 major",96.376,18,1999
"547","HMK027","Parus1 major",101.921,19,2000
"548","HMK027","Parus1 major",94.6556,21,2002
"549","HMK027","Parus1 major",105.049,22,2003
"550","HMK027","Parus1 major",98.4726,23,2004
"1777","HMK048","Parus2 caeruleus",51.8275,4,1985
"1778","HMK048","Parus2 caeruleus",58.0211,5,1986
"1779","HMK048","Parus2 caeruleus",48.6836,6,1987
"1780","HMK048","Parus2 caeruleus",49.0491,7,1988
"1781","HMK048","Parus2 caeruleus",45.1485,8,1989
"1782","HMK048","Parus2 caeruleus",38.9149,9,1990
"1783","HMK048","Parus2 caeruleus",45.0885,11,1992
"1930","HMK048","Parus2 caeruleus",44.6802,12,1993
"1931","HMK048","Parus2 caeruleus",45.8252,13,1994
"1932","HMK048","Parus2 caeruleus",46.9703,14,1995
"1784","HMK048","Parus2 caeruleus",49.6716,15,1996
"1785","HMK048","Parus2 caeruleus",44.9943,16,1997
"1786","HMK048","Parus2 caeruleus",44.9714,17,1998
"1787","HMK048","Parus2 caeruleus",42.6214,18,1999
"1788","HMK048","Parus2 caeruleus",41.0508,19,2000
"1789","HMK048","Parus2 caeruleus",48.0183,20,2001
"1790","HMK048","Parus2 caeruleus",42.9497,21,2002
"1791","HMK048","Parus2 caeruleus",40.9909,22,2003
"1792","HMK048","Parus2 caeruleus",41.7476,23,2004
"1942","HMK048","Parus2 caeruleus",38.2324,24,2005
"719","HMK028","Parus2 major",112.7814,0,1961
"720","HMK028","Parus2 major",123.9555,0,1962
"721","HMK028","Parus2 major",119.9474,0,1963
"722","HMK028","Parus2 major",125.8057,0,1964
"723","HMK028","Parus2 major",121.0405,0,1965
"724","HMK028","Parus2 major",125.8988,0,1966
"725","HMK028","Parus2 major",120.3117,0,1967
"726","HMK028","Parus2 major",122.6478,0,1968
"727","HMK028","Parus2 major",126.0202,0,1969
"728","HMK028","Parus2 major",126.5061,0,1970
"729","HMK028","Parus2 major",125.0486,0,1971
"730","HMK028","Parus2 major",123.4696,0,1975
"731","HMK028","Parus2 major",120.5547,2,1983
"732","HMK028","Parus2 major",129.9352,3,1984
"733","HMK028","Parus2 major",116.9109,4,1985
"734","HMK028","Parus2 major",130.1498,5,1986
"735","HMK028","Parus2 major",113.6316,6,1987
"736","HMK028","Parus2 major",124.7126,7,1988
"737","HMK028","Parus2 major",112.5385,12,1993
"738","HMK028","Parus2 major",118.6113,13,1994
"739","HMK028","Parus2 major",109.9879,14,1995
"740","HMK028","Parus2 major",121.4332,15,1996
"741","HMK028","Parus2 major",104.5223,16,1997
"742","HMK028","Parus2 major",116.9109,17,1998
"743","HMK028","Parus2 major",114.1174,18,1999
"744","HMK028","Parus2 major",117.5466,19,2000
"745","HMK028","Parus2 major",122.9838,20,2001
"746","HMK028","Parus2 major",104.8866,21,2002
"747","HMK028","Parus2 major",115.0891,22,2003
"748","HMK028","Parus2 major",111.2308,23,2004
"749","HMK028","Parus2 major",113.996,24,2005
"750","HMK028","Parus2 major",117.0324,25,2006
"2063","HMK051","Parus3 caeruleus",41.8417,17,1998
"2064","HMK051","Parus3 caeruleus",39.7219,18,1999
"2065","HMK051","Parus3 caeruleus",40.3183,19,2000
"2066","HMK051","Parus3 caeruleus",41.2158,20,2001
"2067","HMK051","Parus3 caeruleus",35.1743,21,2002
"2068","HMK051","Parus3 caeruleus",44.2183,22,2003
"2069","HMK051","Parus3 caeruleus",37.5726,23,2004
"2070","HMK051","Parus3 caeruleus",40.2803,24,2005
"2071","HMK051","Parus3 caeruleus",38.1613,25,2006
"2072","HMK051","Parus3 caeruleus",40.5658,26,2007
"2073","HMK051","Parus3 caeruleus",38.145,27,2008
"2074","HMK051","Parus3 caeruleus",43.2673,28,2009
"2075","HMK051","Parus3 caeruleus",45.3716,29,2010
"2076","HMK051","Parus3 caeruleus",41.4407,30,2011
"1407","HMK038","Parus3 major",122.045,-1,1980
"1408","HMK038","Parus3 major",110.455,0,1981
"1409","HMK038","Parus3 major",123.636,1,1982
"1410","HMK038","Parus3 major",113.636,2,1983
"1411","HMK038","Parus3 major",122.727,3,1984
"1412","HMK038","Parus3 major",117.5,4,1985
"1413","HMK038","Parus3 major",117.273,5,1986
"1414","HMK038","Parus3 major",115.909,6,1987
"1415","HMK038","Parus3 major",119.318,7,1988
"1416","HMK038","Parus3 major",112.273,8,1989
"1417","HMK038","Parus3 major",107.5,9,1990
"1418","HMK038","Parus3 major",118.182,10,1991
"1419","HMK038","Parus3 major",113.182,11,1992
"1420","HMK038","Parus3 major",118.182,12,1993
"1421","HMK038","Parus3 major",112.727,13,1994
"1422","HMK038","Parus3 major",119.091,14,1995
"1423","HMK038","Parus3 major",116.818,15,1996
"1424","HMK038","Parus3 major",122.045,16,1997
"1425","HMK038","Parus3 major",116.136,17,1998
"1426","HMK038","Parus3 major",107.955,18,1999
"1427","HMK038","Parus3 major",111.591,19,2000
"1428","HMK038","Parus3 major",117.955,20,2001
"1429","HMK038","Parus3 major",114.545,21,2002
"1430","HMK038","Parus3 major",117.955,22,2003
"1431","HMK038","Parus3 major",111.136,23,2004
"1432","HMK038","Parus3 major",110.227,24,2005
"1963","HMK048","Parus4a major",46.155,4,1985
"1964","HMK048","Parus4a major",55.8982,5,1986
"1965","HMK048","Parus4a major",45.3316,6,1987
"1966","HMK048","Parus4a major",48.4397,7,1988
"1967","HMK048","Parus4a major",44.9016,8,1989
"1968","HMK048","Parus4a major",41.757,9,1990
"1969","HMK048","Parus4a major",40.5486,11,1992
"1970","HMK048","Parus4a major",45.9976,12,1993
"1971","HMK048","Parus4a major",43.6314,13,1994
"1972","HMK048","Parus4a major",48.302,14,1995
"1973","HMK048","Parus4a major",48.2852,15,1996
"1974","HMK048","Parus4a major",42.0127,16,1997
"1975","HMK048","Parus4a major",43.5527,17,1998
"1976","HMK048","Parus4a major",41.5799,18,1999
"1977","HMK048","Parus4a major",38.8315,19,2000
"1978","HMK048","Parus4a major",50.1371,20,2001
"1979","HMK048","Parus4a major",43.8675,21,2002
"1980","HMK048","Parus4a major",41.1134,22,2003
"1981","HMK048","Parus4a major",41.4816,23,2004
"1982","HMK048","Parus4a major",36.3894,24,2005
"1809","HMK048","Parus4b major",46.155,4,1985
"1810","HMK048","Parus4b major",55.8982,5,1986
"1811","HMK048","Parus4b major",45.3316,6,1987
"1812","HMK048","Parus4b major",48.4397,7,1988
"1813","HMK048","Parus4b major",44.9016,8,1989
"1814","HMK048","Parus4b major",41.757,9,1990
"1815","HMK048","Parus4b major",40.5486,11,1992
"1816","HMK048","Parus4b major",48.2852,15,1996
"1817","HMK048","Parus4b major",42.0127,16,1997
"1818","HMK048","Parus4b major",43.5527,17,1998
"1819","HMK048","Parus4b major",41.5799,18,1999
"1820","HMK048","Parus4b major",38.8315,19,2000
"1821","HMK048","Parus4b major",50.1371,20,2001
"1822","HMK048","Parus4b major",43.8675,21,2002
"1823","HMK048","Parus4b major",41.1134,22,2003
"1824","HMK048","Parus4b major",41.4816,23,2004
"2033","HMK051","Parus6 major",46.9047,15,1996
"2034","HMK051","Parus6 major",59.4296,16,1997
"2035","HMK051","Parus6 major",47.8076,17,1998
"2036","HMK051","Parus6 major",47.1877,18,1999
"2037","HMK051","Parus6 major",48.0969,19,2000
"2038","HMK051","Parus6 major",43.8103,20,2001
"2039","HMK051","Parus6 major",39.523,21,2002
"2040","HMK051","Parus6 major",46.8514,22,2003
"2041","HMK051","Parus6 major",40.4244,23,2004
"2042","HMK051","Parus6 major",45.3074,24,2005
"2043","HMK051","Parus6 major",40.4095,25,2006
"2044","HMK051","Parus6 major",44.3762,26,2007
"2045","HMK051","Parus6 major",41.3108,27,2008
"2046","HMK051","Parus6 major",46.5003,28,2009
"2047","HMK051","Parus6 major",46.7981,29,2010
"2048","HMK051","Parus6 major",43.4278,30,2011
"415","HMK019","Perca fluviatillis",146.943,0,1969
"416","HMK019","Perca fluviatillis",142.4035,0,1970
"417","HMK019","Perca fluviatillis",139.977,0,1971
"418","HMK019","Perca fluviatillis",143.5655,0,1972
"419","HMK019","Perca fluviatillis",142.2105,0,1973
"420","HMK019","Perca fluviatillis",138.198,0,1974
"421","HMK019","Perca fluviatillis",140.177,0,1975
"422","HMK019","Perca fluviatillis",142.6785,0,1976
"423","HMK019","Perca fluviatillis",148.327,0,1977
"424","HMK019","Perca fluviatillis",145.719,0,1978
"425","HMK019","Perca fluviatillis",143.0605,0,1979
"426","HMK019","Perca fluviatillis",132.825,0,1980
"427","HMK019","Perca fluviatillis",141.7125,0,1981
"428","HMK019","Perca fluviatillis",131.427,1,1982
"429","HMK019","Perca fluviatillis",137.11,2,1983
"430","HMK019","Perca fluviatillis",130.015,3,1984
"431","HMK019","Perca fluviatillis",139.4585,5,1986
"432","HMK019","Perca fluviatillis",129.187,6,1987
"433","HMK019","Perca fluviatillis",133.715,8,1989
"434","HMK019","Perca fluviatillis",129.6245,9,1990
"435","HMK019","Perca fluviatillis",134.485,10,1991
"436","HMK019","Perca fluviatillis",131.457,11,1992
"437","HMK019","Perca fluviatillis",127.515,12,1993
"438","HMK019","Perca fluviatillis",129.112,13,1994
"439","HMK019","Perca fluviatillis",128.683,14,1995
"440","HMK019","Perca fluviatillis",140.108,15,1996
"441","HMK019","Perca fluviatillis",129.181,16,1997
"442","HMK019","Perca fluviatillis",128.187,17,1998
"443","HMK019","Perca fluviatillis",125.8805,18,1999
"444","HMK019","Perca fluviatillis",126.424,19,2000
"445","HMK019","Perca fluviatillis",135.3075,20,2001
"446","HMK019","Perca fluviatillis",124.3945,21,2002
"447","HMK019","Perca fluviatillis",130.897,22,2003
"448","HMK019","Perca fluviatillis",126.7665,24,2005
"449","HMK019","Perca fluviatillis",130.5205,25,2006
"450","HMK019","Perca fluviatillis",126.487,27,2008
"2215","SET005","Phalacrocorax aristotelis",167.6403,2,1983
"2216","SET005","Phalacrocorax aristotelis",185.146,3,1984
