,studyid,intid,repeatcode_study,figcode_study,int_type,spp,year,species,general,repeatcode,figcode,phenofreq,short_site,terrestrial,phenovalue
1016,HMK036,193,unique,unique,herbivory,spp1,1986,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,55.6098
1017,HMK036,193,unique,unique,herbivory,spp1,1987,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,67.3171
1018,HMK036,193,unique,unique,herbivory,spp1,1988,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,68.2927
1019,HMK036,193,unique,unique,herbivory,spp1,1989,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,55.122
1020,HMK036,193,unique,unique,herbivory,spp1,1990,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,62.9268
1021,HMK036,193,unique,unique,herbivory,spp1,1991,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,69.7561
1022,HMK036,193,unique,unique,herbivory,spp1,1992,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,58.0488
1023,HMK036,193,unique,unique,herbivory,spp1,1993,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,71.7073
1024,HMK036,193,unique,unique,herbivory,spp1,1994,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,55.6098
1025,HMK036,193,unique,unique,herbivory,spp1,1995,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,51.2195
1026,HMK036,193,unique,unique,herbivory,spp1,1996,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,84.3902
1027,HMK036,193,unique,unique,herbivory,spp1,1997,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,65.8537
1028,HMK036,193,unique,unique,herbivory,spp1,1998,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,50.2439
1029,HMK036,193,unique,unique,herbivory,spp1,1999,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,69.2683
1030,HMK036,193,unique,unique,herbivory,spp1,2000,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,58.5366
1031,HMK036,193,unique,unique,herbivory,spp1,2001,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,74.6341
1032,HMK036,193,unique,unique,herbivory,spp1,2002,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,48.2927
1033,HMK036,193,unique,unique,herbivory,spp1,2003,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,61.4634
1034,HMK036,193,unique,unique,herbivory,spp1,2004,Diatom3 spp.,Diatom3 spp.,unique,unique,weekly,northsea,aquatic,61.4634
1161,HMK037,194,repeat,HMK037_1,herbivory,spp2,1976,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,173.066
1162,HMK037,194,repeat,HMK037_1,herbivory,spp2,1977,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,164.008
1163,HMK037,194,repeat,HMK037_1,herbivory,spp2,1978,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,171.446
1164,HMK037,194,repeat,HMK037_1,herbivory,spp2,1979,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,155.331
1165,HMK037,194,repeat,HMK037_1,herbivory,spp2,1980,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,161.289
1166,HMK037,194,repeat,HMK037_1,herbivory,spp2,1981,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,146.033
1167,HMK037,194,repeat,HMK037_1,herbivory,spp2,1982,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,157.81
1168,HMK037,194,repeat,HMK037_1,herbivory,spp2,1983,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,136.736
1169,HMK037,194,repeat,HMK037_1,herbivory,spp2,1984,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,182.983
1170,HMK037,194,repeat,HMK037_1,herbivory,spp2,1985,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,134.876
1171,HMK037,194,repeat,HMK037_1,herbivory,spp2,1986,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,146.033
1172,HMK037,194,repeat,HMK037_1,herbivory,spp2,1987,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,137.975
1173,HMK037,194,repeat,HMK037_1,herbivory,spp2,1988,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,138.975
1174,HMK037,194,repeat,HMK037_1,herbivory,spp2,1989,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,156.57
1175,HMK037,194,repeat,HMK037_1,herbivory,spp2,1990,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,162.769
1176,HMK037,194,repeat,HMK037_1,herbivory,spp2,1991,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,180.744
1177,HMK037,194,repeat,HMK037_1,herbivory,spp2,1992,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,133.397
1178,HMK037,194,repeat,HMK037_1,herbivory,spp2,1993,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,156.57
1179,HMK037,194,repeat,HMK037_1,herbivory,spp2,1994,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,136.116
1180,HMK037,194,repeat,HMK037_1,herbivory,spp2,1995,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,150.372
1181,HMK037,194,repeat,HMK037_1,herbivory,spp2,1996,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,168.107
1182,HMK037,194,repeat,HMK037_1,herbivory,spp2,1997,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,165.868
1183,HMK037,194,repeat,HMK037_1,herbivory,spp2,1998,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,124.339
1184,HMK037,194,repeat,HMK037_1,herbivory,spp2,1999,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,192.521
1185,HMK037,194,repeat,HMK037_1,herbivory,spp2,2000,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,163.149
1186,HMK037,194,repeat,HMK037_1,herbivory,spp2,2001,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,148.512
1187,HMK037,194,repeat,HMK037_1,herbivory,spp2,2002,Daphnia2 spp.,Daphnia2 spp.,unique,unique,weekly,washington,aquatic,156.57
1065,HMK037,194,repeat,HMK037_1,herbivory,spp1,1976,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,93.6458
1066,HMK037,194,repeat,HMK037_1,herbivory,spp1,1977,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,112.438
1067,HMK037,194,repeat,HMK037_1,herbivory,spp1,1978,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,87.4375
1068,HMK037,194,repeat,HMK037_1,herbivory,spp1,1979,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,120.25
1069,HMK037,194,repeat,HMK037_1,herbivory,spp1,1980,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,77.5
1070,HMK037,194,repeat,HMK037_1,herbivory,spp1,1981,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,140.042
1071,HMK037,194,repeat,HMK037_1,herbivory,spp1,1982,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,134.313
1072,HMK037,194,repeat,HMK037_1,herbivory,spp1,1983,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,115.563
1073,HMK037,194,repeat,HMK037_1,herbivory,spp1,1984,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,109.271
1074,HMK037,194,repeat,HMK037_1,herbivory,spp1,1985,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,121.292
1075,HMK037,194,repeat,HMK037_1,herbivory,spp1,1986,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,96.8125
1076,HMK037,194,repeat,HMK037_1,herbivory,spp1,1987,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,109.833
1077,HMK037,194,repeat,HMK037_1,herbivory,spp1,1988,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,124.896
1078,HMK037,194,repeat,HMK037_1,herbivory,spp1,1989,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,107.75
1079,HMK037,194,repeat,HMK037_1,herbivory,spp1,1990,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,98.8958
1080,HMK037,194,repeat,HMK037_1,herbivory,spp1,1991,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,111.917
1081,HMK037,194,repeat,HMK037_1,herbivory,spp1,1992,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,69.1667
1082,HMK037,194,repeat,HMK037_1,herbivory,spp1,1993,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,93.1667
1083,HMK037,194,repeat,HMK037_1,herbivory,spp1,1994,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,110.354
1084,HMK037,194,repeat,HMK037_1,herbivory,spp1,1995,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,107.229
1085,HMK037,194,repeat,HMK037_1,herbivory,spp1,1996,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,107.188
1086,HMK037,194,repeat,HMK037_1,herbivory,spp1,1997,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,120.771
1087,HMK037,194,repeat,HMK037_1,herbivory,spp1,1998,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,84.3125
1088,HMK037,194,repeat,HMK037_1,herbivory,spp1,1999,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,109.833
1089,HMK037,194,repeat,HMK037_1,herbivory,spp1,2000,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,94.1667
1090,HMK037,194,repeat,HMK037_1,herbivory,spp1,2001,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,100.458
1091,HMK037,194,repeat,HMK037_1,herbivory,spp1,2002,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,100.458
1092,HMK037,195,repeat,HMK037_2,herbivory,spp1,1963,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,133.271
1093,HMK037,195,repeat,HMK037_2,herbivory,spp1,1964,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,125.938
1094,HMK037,195,repeat,HMK037_2,herbivory,spp1,1965,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,124.938
1095,HMK037,195,repeat,HMK037_2,herbivory,spp1,1966,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,129.625
1096,HMK037,195,repeat,HMK037_2,herbivory,spp1,1967,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,129.104
1097,HMK037,195,repeat,HMK037_2,herbivory,spp1,1968,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,136.354
1098,HMK037,195,repeat,HMK037_2,herbivory,spp1,1969,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,125.979
1099,HMK037,195,repeat,HMK037_2,herbivory,spp1,1970,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,132.75
1100,HMK037,195,repeat,HMK037_2,herbivory,spp1,1971,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,131.188
1101,HMK037,195,repeat,HMK037_2,herbivory,spp1,1972,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,125.417
1102,HMK037,195,repeat,HMK037_2,herbivory,spp1,1973,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,105.667
1103,HMK037,195,repeat,HMK037_2,herbivory,spp1,1974,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,132.229
1104,HMK037,195,repeat,HMK037_2,herbivory,spp1,1975,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,118.167
1105,HMK037,195,repeat,HMK037_2,herbivory,spp1,1976,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,93.6458
1106,HMK037,195,repeat,HMK037_2,herbivory,spp1,1977,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,112.438
1107,HMK037,195,repeat,HMK037_2,herbivory,spp1,1978,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,87.4375
1108,HMK037,195,repeat,HMK037_2,herbivory,spp1,1979,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,120.25
1109,HMK037,195,repeat,HMK037_2,herbivory,spp1,1981,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,140.042
1110,HMK037,195,repeat,HMK037_2,herbivory,spp1,1982,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,134.313
1111,HMK037,195,repeat,HMK037_2,herbivory,spp1,1983,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,115.563
1112,HMK037,195,repeat,HMK037_2,herbivory,spp1,1984,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,109.271
1113,HMK037,195,repeat,HMK037_2,herbivory,spp1,1985,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,121.292
1114,HMK037,195,repeat,HMK037_2,herbivory,spp1,1986,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,96.8125
1115,HMK037,195,repeat,HMK037_2,herbivory,spp1,1987,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,109.833
1116,HMK037,195,repeat,HMK037_2,herbivory,spp1,1988,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,124.896
1117,HMK037,195,repeat,HMK037_2,herbivory,spp1,1989,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,107.75
1118,HMK037,195,repeat,HMK037_2,herbivory,spp1,1990,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,98.8958
1119,HMK037,195,repeat,HMK037_2,herbivory,spp1,1991,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,111.917
1120,HMK037,195,repeat,HMK037_2,herbivory,spp1,1992,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,69.1667
1121,HMK037,195,repeat,HMK037_2,herbivory,spp1,1993,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,93.1667
1122,HMK037,195,repeat,HMK037_2,herbivory,spp1,1994,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,110.354
1123,HMK037,195,repeat,HMK037_2,herbivory,spp1,1995,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,107.229
1188,HMK037,195,repeat,HMK037_2,herbivory,spp2,1963,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,148.636
1189,HMK037,195,repeat,HMK037_2,herbivory,spp2,1964,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,156.455
1190,HMK037,195,repeat,HMK037_2,herbivory,spp2,1965,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,145.909
1191,HMK037,195,repeat,HMK037_2,herbivory,spp2,1966,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,158.182
1192,HMK037,195,repeat,HMK037_2,herbivory,spp2,1967,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,136.364
1193,HMK037,195,repeat,HMK037_2,herbivory,spp2,1968,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,135.318
1194,HMK037,195,repeat,HMK037_2,herbivory,spp2,1969,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,140.455
1195,HMK037,195,repeat,HMK037_2,herbivory,spp2,1970,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,167.045
1196,HMK037,195,repeat,HMK037_2,herbivory,spp2,1971,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,129.545
1197,HMK037,195,repeat,HMK037_2,herbivory,spp2,1972,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,138.045
1198,HMK037,195,repeat,HMK037_2,herbivory,spp2,1973,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,106.364
1199,HMK037,195,repeat,HMK037_2,herbivory,spp2,1974,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,128.864
1200,HMK037,195,repeat,HMK037_2,herbivory,spp2,1975,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,141.818
1201,HMK037,195,repeat,HMK037_2,herbivory,spp2,1976,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,141.136
1202,HMK037,195,repeat,HMK037_2,herbivory,spp2,1977,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,117.273
1203,HMK037,195,repeat,HMK037_2,herbivory,spp2,1978,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,99.5455
1204,HMK037,195,repeat,HMK037_2,herbivory,spp2,1979,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,113.864
1205,HMK037,195,repeat,HMK037_2,herbivory,spp2,1981,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,139.773
1206,HMK037,195,repeat,HMK037_2,herbivory,spp2,1982,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,145.227
1207,HMK037,195,repeat,HMK037_2,herbivory,spp2,1983,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,128.864
1208,HMK037,195,repeat,HMK037_2,herbivory,spp2,1984,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,127.818
1209,HMK037,195,repeat,HMK037_2,herbivory,spp2,1985,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,128.182
1210,HMK037,195,repeat,HMK037_2,herbivory,spp2,1986,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,132.273
1211,HMK037,195,repeat,HMK037_2,herbivory,spp2,1987,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,109.091
1212,HMK037,195,repeat,HMK037_2,herbivory,spp2,1988,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,123.045
1213,HMK037,195,repeat,HMK037_2,herbivory,spp2,1989,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,145.227
1214,HMK037,195,repeat,HMK037_2,herbivory,spp2,1990,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,134.318
1215,HMK037,195,repeat,HMK037_2,herbivory,spp2,1991,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,139.773
1216,HMK037,195,repeat,HMK037_2,herbivory,spp2,1992,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,96.4545
1217,HMK037,195,repeat,HMK037_2,herbivory,spp2,1993,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,122.045
1218,HMK037,195,repeat,HMK037_2,herbivory,spp2,1994,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,129.545
1219,HMK037,195,repeat,HMK037_2,herbivory,spp2,1995,Keratella2 cochlearis,Keratella2 cochlearis,unique,unique,weekly,washington,aquatic,128.864
1124,HMK037,196,repeat,HMK037_3,herbivory,spp1,1964,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,125.938
1125,HMK037,196,repeat,HMK037_3,herbivory,spp1,1965,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,124.938
1126,HMK037,196,repeat,HMK037_3,herbivory,spp1,1966,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,129.625
1127,HMK037,196,repeat,HMK037_3,herbivory,spp1,1967,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,129.104
1128,HMK037,196,repeat,HMK037_3,herbivory,spp1,1968,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,136.354
1129,HMK037,196,repeat,HMK037_3,herbivory,spp1,1969,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,125.979
1130,HMK037,196,repeat,HMK037_3,herbivory,spp1,1970,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,132.75
1131,HMK037,196,repeat,HMK037_3,herbivory,spp1,1971,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,131.188
1132,HMK037,196,repeat,HMK037_3,herbivory,spp1,1972,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,125.417
1133,HMK037,196,repeat,HMK037_3,herbivory,spp1,1973,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,105.667
1134,HMK037,196,repeat,HMK037_3,herbivory,spp1,1974,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,132.229
1135,HMK037,196,repeat,HMK037_3,herbivory,spp1,1975,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,118.167
1136,HMK037,196,repeat,HMK037_3,herbivory,spp1,1976,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,93.6458
1137,HMK037,196,repeat,HMK037_3,herbivory,spp1,1977,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,112.438
1138,HMK037,196,repeat,HMK037_3,herbivory,spp1,1978,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,87.4375
1139,HMK037,196,repeat,HMK037_3,herbivory,spp1,1979,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,120.25
1140,HMK037,196,repeat,HMK037_3,herbivory,spp1,1980,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,77.5
1141,HMK037,196,repeat,HMK037_3,herbivory,spp1,1981,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,140.042
1142,HMK037,196,repeat,HMK037_3,herbivory,spp1,1982,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,134.313
1143,HMK037,196,repeat,HMK037_3,herbivory,spp1,1983,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,115.563
1144,HMK037,196,repeat,HMK037_3,herbivory,spp1,1984,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,109.271
1145,HMK037,196,repeat,HMK037_3,herbivory,spp1,1985,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,121.292
1146,HMK037,196,repeat,HMK037_3,herbivory,spp1,1986,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,96.8125
1147,HMK037,196,repeat,HMK037_3,herbivory,spp1,1987,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,109.833
1148,HMK037,196,repeat,HMK037_3,herbivory,spp1,1988,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,124.896
1149,HMK037,196,repeat,HMK037_3,herbivory,spp1,1989,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,107.75
1150,HMK037,196,repeat,HMK037_3,herbivory,spp1,1990,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,98.8958
1151,HMK037,196,repeat,HMK037_3,herbivory,spp1,1991,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,111.917
1152,HMK037,196,repeat,HMK037_3,herbivory,spp1,1992,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,69.1667
1153,HMK037,196,repeat,HMK037_3,herbivory,spp1,1993,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,93.1667
1154,HMK037,196,repeat,HMK037_3,herbivory,spp1,1994,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,110.354
1155,HMK037,196,repeat,HMK037_3,herbivory,spp1,1996,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,107.188
1156,HMK037,196,repeat,HMK037_3,herbivory,spp1,1997,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,120.771
1157,HMK037,196,repeat,HMK037_3,herbivory,spp1,1998,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,84.3125
1158,HMK037,196,repeat,HMK037_3,herbivory,spp1,1999,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,109.833
1159,HMK037,196,repeat,HMK037_3,herbivory,spp1,2000,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,94.1667
1160,HMK037,196,repeat,HMK037_3,herbivory,spp1,2002,Diatom4 spp.,Diatom4 spp.,unique,unique,weekly,washington,aquatic,100.458
1220,HMK037,196,repeat,HMK037_3,herbivory,spp2,1964,Leptodiaptomus ashlandi,Leptodiaptomus ashlandi,unique,unique,weekly,washington,aquatic,155.643
1221,HMK037,196,repeat,HMK037_3,herbivory,spp2,1965,Leptodiaptomus ashlandi,Leptodiaptomus ashlandi,unique,unique,weekly,washington,aquatic,125.179
1222,HMK037,196,repeat,HMK037_3,herbivory,spp2,1966,Leptodiaptomus ashlandi,Leptodiaptomus ashlandi,unique,unique,weekly,washington,aquatic,136.786
1223,HMK037,196,repeat,HMK037_3,herbivory,spp2,1967,Leptodiaptomus ashlandi,Leptodiaptomus ashlandi,unique,unique,weekly,washington,aquatic,123.393
1224,HMK037,196,repeat,HMK037_3,herbivory,spp2,1968,Leptodiaptomus ashlandi,Leptodiaptomus ashlandi,unique,unique,weekly,washington,aquatic,122.607
1225,HMK037,196,repeat,HMK037_3,herbivory,spp2,1969,Leptodiaptomus ashlandi,Leptodiaptomus ashlandi,unique,unique,weekly,washington,aquatic,140.357
1226,HMK037,196,repeat,HMK037_3,herbivory,spp2,1970,Leptodiaptomus ashlandi,Leptodiaptomus ashlandi,unique,unique,weekly,washington,aquatic,119.821
1227,HMK037,196,repeat,HMK037_3,herbivory,spp2,1971,Leptodiaptomus ashlandi,Leptodiaptomus ashlandi,unique,unique,weekly,washington,aquatic,126.071
